text,label
Add a reminder to pick up my prescription on the way home,set reminder
What time is it coldest tomorrow?,find
Should I bring a raincoat today?,find
Cancel my reminder for lunch on Wednesday,cancel reminder
cancel the reminder for the scout event,cancel reminder
Will it rain in Ashland tomorrow?,find
do i need a raincoat today,find
Is it going to be hot tonight,find
When is sunset today,checkSunset
What are the severe weather alerts?,find
Set an alarm for midnight,set alarm
what time will it rain today?,find
turn off alarm,cancel alarm
is it going to rain on Tuesday,find
do I need an umbrella today,find
what is the weather like today?,find
Is it raining now?,find
"I need to do my bake off before 12 pm, please remind me at 11:50 pm",set reminder
What is the lowest temperature in the South?,find
how much more time is left on the alarm to sleep,time left on alarm
Set an alarm for 6am for the rest of the week.,set alarm
Set snooze for every 10 minutes,snooze alarm
Is it raining in San Diego right now,find
Turn off all alarms.,cancel alarm
Show all alarms for this weekend,show alarms
is there rain today,find
is it windy today,find
What is the temperature going to be in Hollywood today?,find
set alarm for 3:30 pm,set alarm
Cancel all of my alarms.,cancel alarm
What is the weather like at Flagler beach this weekend?,find
Should I wear sunscreen,find
Is a thunderstorm coming?,find
Set an alarm for 7pm tonight,set alarm
Yesterday was awfully hot and I would like to know what the yesterday's temperature was,find
Is it gonna be cloudy today,find
Remind me to go to QCM at 11 am,set reminder
Change my morning alarm to 7 am,modify alarm
What is the high temperature for Saturday?,find
Is it raining any place in my area?,find
Remind me to get some snacks for Sunday's game,set reminder
set alarm for 5am,set alarm
What's the temperature currently? ,find
Remind me in 1 hour to buy stamps.,set reminder
Will it be windy today?,find
Set alarm for 5 a m,set alarm
Remind me to call dentist Tuesday at 1:30pm.,set reminder
Tell me all my alarm times.,show alarms
Remind me to turn off the stove in 11 min,set reminder
How many alarms do I have set,show alarms
Is it going to frost tonight,find
cancel all alarms for this week,cancel alarm
Do I have an alarm set for the morning,show alarms
cancel my 3 o'clock alarm,cancel alarm
Remind me to add bread to my shopping list,set reminder
Remind me of my meeting at 12am,set reminder
what time is sunset,checkSunset
set alarm for 45 mintues,set alarm
Temperature houston next week F,find
Remind me to feed the dogs today,set reminder
Set alarm for 6 pm tonight.,set alarm
Alarm every hour on the hour,set alarm
Remind me to call Steve.,set reminder
Set alarm for 5:30 pm today,set alarm
Is it going to rain today?,find
Is it going to snow in Chicago Saturday?,find
set alarm for every 15 minutes,set alarm
Is it below 30 in F around Houston today,find
What's the weather like?,find
Create alarm for 20 minutes from now,set alarm
is it going to be nice this weekend,find
Is there a blizzard today?,find
Set an alarm called Christie Sheldon for 9:55pm tonight,set alarm
remind me to shave before I leave tomorrow,set reminder
Will sandals be appropriate for today's weather?,find
delete alarm,cancel alarm
Set alarm every minute for 45 minutes,set alarm
Cancel my reminder to buy eggs at the store tonight,cancel reminder
set alarm for sunday for 8am,set alarm
is monday to be sunny,find
What's the forecast for today,find
Set an alarm for every 5 minutes for 15 minutes,set alarm
Modify my nine am alarm to eight am the next day,modify alarm
Is it snowing in the mountains?,find
cancel my reminder for calling the plumber,cancel reminder
set a remind for the friday before my dads birthday to set up a party,set reminder
show my alarms for tomorrow,show alarms
How hot will it be in Griffith Park at 8AM today?,find
Remind me to go to the Post Office tomorrow morning before work.,set reminder
Should I pack an umbrella,find
Will it be around 8 Celcius inside,find
show me wake up alarms,show alarms
show all reminders,show reminders
Remind me to buy cleaning supplies,set reminder
set alarm for 7 am,set alarm
Get my alarms,show alarms
show the reminder for my play,show reminders
Please cancel all alarms.,cancel alarm
will it rain tomorrow,find
remind me to pay the water bill friday,set reminder
What is the weather like in Wyoming right now?,find
How hot is it here this weekend degree Celsius,find
set an alarm for 3 am,set alarm
What is the weather today?,find
Set reminder for calling teacher at 8 am on monday,set reminder
What will the low be today?  ,find
Show me my reminders.,show reminders
Set my alarm to go off at in 45 minutes,set alarm
Set alarm for once a month.,set alarm
Create an alarm for 7:00 am tomorrow and a reminder for the same time to take an umbrella,set alarm
can you remind me to pick up razors at the store tomorrow?,set reminder
Set alarm for 5 am for tomorrow.,set alarm
will it be sunny tomorrow?,find
Weather today please,find
what the high temp for day,find
Set up a reminder to call the doctor tomorrow.,set reminder
How hot is it going to be today?,find
weather in chandler,find
set an alarm for when my timer reaches 30 minutes,set alarm
What the high for today?,find
whats the weather radar look like near me,find
do i need a rain coat for sunday ,find
Will it be above 14 degree fahrenheit seattle tomorrow morning,find
Show all alarms for today,show alarms
reminder alarm for 3pm meeting,set reminder
will it rain on Sunday ,find
Will I need a jacket when I land in Chicago on Tuesday,find
Set an alarm for every hour for the next 10 hours. ,set alarm
Set a reminder for Monday at 11 am for my doctors appointment.,set reminder
Cancel tomorrow's alarm,cancel alarm
When is it supposed to stop raining,find
Set a reminder to feed the Cooper's cat this week,set reminder
Set my wake up alarm.,set alarm
Remind me to take out the garbage tonight,set reminder
is it going to snow this afternoon,find
Delete alarm,cancel alarm
how cold is it going to be today,find
Will it be above 11 in degrees Celsius here,find
What will the temperature in St. paul be tonight?,find
set alarm for 9pm,set alarm
cancel alarms,cancel alarm
Remind me to pay bills,set reminder
Whats today's forecast?,find
Find my alarms,show alarms
set an alarm for 125,set alarm
What is the highest expected temperature for today?,find
I need to be up in 6 hours. ,set alarm
Remind me to pay the water company Friday at 6.,set reminder
Please set an alarm for Saturday morning.,set alarm
What is the current visibility,find
How humid is it supposed to get today? ,find
turn off alarm,cancel alarm
Set a recurring alarm for 5 am each weekday,set alarm
Is it going to be above 34 degree Fahrenheit at Dehli tomorrow,find
Will I need an umbrella today?,find
Do I need a light jacket today?,find
Set an alarm for today at 4:45pm,set alarm
How much time do I have left before alarm,time left on alarm
I want the alarm I just set to be changed to the next day,modify alarm
Remind me to shop groceries tonight,set reminder
Remind me of the work deadline for the project a week before it is due,set reminder
How cold is it going to be,find
What is the humidity today,find
Cancel my 6 am alarm for tomorrow.,cancel alarm
Weather update,find
delete this reminder please,cancel reminder
Tell me the forecast for tomorrow?,find
Wake me up every 2 hours,set alarm
Set my alarm for ten am.,set alarm
Repeat alarm every two minutes,modify alarm
Cancel reminder about 2:30 appointment today,cancel reminder
Will the temperature be lower tonight?,find
What are the predicted highs and lows for NYC today?,find
When is my next alarm set?,show alarms
"What is the forecast for Rochester, NY?",find
"set alarm for december, 2019",set alarm
set alarm for 5pm,set alarm
show me today's weather,find
How hot will it be this weekend ,find
What time will the rain end,find
remind me to work on project September 15 at 5:30am,set reminder
set alarm at 12pm,set alarm
What is the weather like in Florida? ,find
Set an alarm set to be out of the house for work at 8:15am Monday through Friday,set alarm
Set two alarms for 7:15 and 7:30.,set alarm
Turn off alarms,cancel alarm
cancel pizza reminder,cancel reminder
Any rain in the forecast,find
The storm today is it going to be just rain or is a thunderstorm expected?,find
Show all this month's reminders,show reminders
cancel my reminder about the dentist's office,cancel reminder
remind me to turn off my alarm,set reminder
what is the current weather update on that storm in the tropics ,find
Is it sunny in Alaska today?,find
is it going to snow in Maine in October,find
How cold will it get tonight?,find
What is the current weather like in New York?,find
Make the alarm go off at 7,set alarm
Remind me to fill my prescription for blood pressure medication,set reminder
What is the temperature in Montgomery today?,find
how much snow is expected,find
Tell me my alarms,show alarms
set up alarm for Roast beef 3 1/2 hours,set alarm
Is the weather good enough to go the pool. ,find
What is the chance of rain today?,find
How windy will it get today?,find
What's the weekend forecast,find
Set me a reminder to study.,set reminder
Cancel alarms for Tuesday.,cancel alarm
how's the weather in Detroit this weekend,find
turn off the alarm,cancel alarm
Temperature in Nashville Tennessee ,find
What is the temperature right now?,find
Will it be raining at lunch time today?,find
How hot is it near me?,find
remind me to call the water company,set reminder
cancel my alarm for Friday,cancel alarm
Is there a chance of rain?,find
"Forecast for Boston this weekend, please",find
whats the weather like in Toronto,find
read me the weather report,find
What is today's local weather report?,find
what is the weather for tomorrow,find
what's the next alarm set for,show alarms
Will it rain all week?,find
How cold will it get tonight?,find
Is it going to snow in the mountains,find
What is the high temperature today?,find
